,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
14,0.3281732606273448,0.5076543984241526,-0.442488455271793,1.443206453185377,4.722241774819559,3.6372636984733484,3.1822587564164087,1.0206586504975057,-1.0407836744239223,1.6711548335136637,-1.175829604950246,-1.0734699385540412
15,0.3281732606273448,0.5076543984241526,-0.3905167419763848,1.5482678532249423,4.423890446069215,3.53722287693343,3.2781864463895944,1.0206586504975057,-0.9746425902763519,2.029169361557553,-1.175829604950246,-1.0734699385540412
16,0.100659588025087,-1.3815332750489158,1.5324366499537163,-0.6580215476059279,0.5453231723147408,1.9365697322947415,1.83927109679181,0.10568489328722197,-0.11480849635791988,0.7403170605995532,0.04741619658207591,0.9309507871503986
18,-0.5250030116311213,0.3409613684118229,-0.9622055882258742,2.073574853422769,0.24697184356439636,-0.9646140923628824,-0.5269452558801019,0.3747948218784467,0.4143201768226546,-1.04975557961989,-1.3640212667244485,-1.0734699385540412
20,0.3281732606273448,-1.7149193350735752,1.1166629435904507,-0.6580215476059279,-0.20055514956111953,1.3363248030552328,0.46430754050948286,0.05186290756897702,0.4804612609702279,-0.8349468627935567,-0.9876379431760416,0.9309507871503986
21,-0.41124617532999286,-0.7703254983370407,0.23314381756851268,-0.1327145474081018,0.04807095773083343,0.7360798738157245,0.8160424037444968,0.805370707624466,1.34029535488866,0.02428800451177607,-0.7053504505147378,-1.0734699385540412
22,-0.24061092087829924,-0.5480681249872681,-0.2865733153855686,-0.8681443476850583,1.2414762727322104,-0.5644508062032102,-0.27113808261827355,-0.05578106386751289,-0.9746425902763519,1.885963550339997,-0.8935421122889403,-1.0734699385540412
23,0.100659588025087,-0.21468206496260892,-0.8062904483396499,-0.1327145474081018,0.1475214006476156,-0.6644916277431283,0.6881388171135827,0.05186290756897702,-0.9746425902763519,-0.8349468627935567,-0.9876379431760416,-1.0734699385540412
24,-0.8093951023839433,-0.7147611549995975,-0.6503753084534254,-0.02765314736853645,0.19724662210600633,0.5359982307358884,-0.17521039264508792,0.05186290756897702,0.7450255975605151,-0.1189178067057795,-0.7053504505147378,0.9309507871503986
25,-1.15066561128733,-0.7703254983370407,-0.5464318818626092,-1.078267147764189,-0.05137948518594734,-0.46440998466329214,-0.7188006358264731,-0.6478229067682671,0.14975584023236738,-0.6201381459672233,-1.081733774063143,-1.0734699385540412
26,-0.41124617532999286,-0.6591968116621545,-0.13065817549934425,-0.6580215476059279,-0.05137948518594734,-1.1646957354427185,-1.1025113957192156,-0.27106900674055245,-0.2470906646530635,-0.40532942914089065,-0.8935421122889403,-1.0734699385540412
27,-0.24061092087829924,-0.5480681249872681,-0.2865733153855686,-0.8681443476850583,1.2414762727322104,-0.5644508062032102,-0.27113808261827355,-0.05578106386751289,-0.9746425902763519,1.885963550339997,-0.8935421122889403,-1.0734699385540412
28,-0.6956382660828149,1.0077334884611413,-1.3779792945891394,-0.5529601475663627,-0.05137948518594734,-0.16428752004353797,-0.33508987593373063,0.2671508504419568,1.0095899341508023,-0.6917410515760011,-0.9876379431760416,-1.0734699385540412
29,-0.29748933902886393,0.6465652567677608,-1.3779792945891394,-0.44789874752679737,0.04807095773083343,-0.7645324492830463,-0.9426319124305729,-0.16342503530406255,0.4143201768226546,-0.40532942914089065,-0.6112546196276347,0.9309507871503986
30,-0.9231519386850722,0.8132582867800905,-1.0141773015212823,-0.02765314736853645,0.39614750793956927,0.1358349445762162,1.1677772669795108,-0.48635694961353226,0.21589692437994065,-0.7633439571847789,-0.3289671269663309,-1.0734699385540412
31,-0.8093951023839433,0.8688226301175337,-1.3779792945891394,0.0774082526710289,1.1917510512738196,0.6360390522758065,-0.27113808261827355,-0.05578106386751289,0.9434488500032291,-0.5485352403584463,0.1415120274691772,0.9309507871503986
32,-0.013097248276041413,0.702129600105204,-0.7543187350442417,-0.1327145474081018,0.09779617918922485,-0.06424669850361993,2.1590300633690953,-0.05578106386751289,-0.9746425902763519,0.09589091012055387,-0.6112546196276347,-1.0734699385540412
34,-1.7763282109435383,-1.1592759016991432,-0.07868646220393606,-0.6580215476059279,1.0923006083570388,-0.26432834158345603,0.1445485739321975,-0.5401789353317772,0.4143201768226546,-0.6917410515760011,-1.175829604950246,-1.0734699385540412
35,-0.29748933902886393,0.6465652567677608,-1.3779792945891394,3.2292502538579866,0.24697184356439636,-1.0646549139028005,-0.8786801191151158,1.0206586504975057,0.5466023451177983,-0.6917410515760011,-0.799446281401839,0.9309507871503986
36,-0.29748933902886393,0.39652571174926615,-0.6503753084534254,-0.02765314736853645,0.24697184356439636,-1.2647365569826365,-0.9746078090883014,0.4286168075967514,0.6788845134129419,-0.3337265235321129,0.32970368924338145,0.9309507871503986
37,-0.12685408457717082,-0.825889841674484,0.07722867768228846,-0.34283734748723205,-0.747532585603417,-0.26432834158345603,-0.4949693592223733,0.05186290756897702,-0.5777960853909211,0.5971112493819976,-0.7053504505147378,0.9309507871503986
38,-1.4919361201907162,3.341435908633755,-0.9102338749304661,-0.9732057477246236,4.523340888985995,-0.8645732708229644,-0.8467042224573872,-1.455152692542001,1.2080131865935164,-1.1929613908374457,-0.6112546196276347,-1.0734699385540412
39,-0.581881429781686,-0.4369394383123816,0.4930023840455533,3.649495854016248,-0.349730813936291,-0.3643691631233741,1.3276567502681536,0.5900827647514862,0.08361475608479703,1.3131403054697748,0.04741619658207591,-1.0734699385540412
40,-0.581881429781686,-0.4369394383123816,0.4930023840455533,3.649495854016248,-0.349730813936291,-0.3643691631233741,1.3276567502681536,0.5900827647514862,0.08361475608479703,1.3131403054697748,0.04741619658207591,-1.0734699385540412
41,0.2712948424767806,0.4520900550867094,0.1811721042731045,0.3925924527897245,0.3464222864811785,0.1358349445762162,0.01664498730128333,0.4824387933149964,-0.3793728329482071,-0.9781526740111122,-1.081733774063143,-1.0734699385540412
43,-0.12685408457717082,0.7299117717739256,-0.23460160209016045,-0.2377759474476667,-0.5983569212282447,-0.6644916277431283,-0.7188006358264731,0.05186290756897702,-0.11480849635791988,3.9624478129945504,-0.14077546519212666,-1.0734699385540412
44,-0.866273520534508,0.7854761151113688,-1.274035867998323,-0.6580215476059279,-1.543136128937668,-1.0646549139028005,-1.1025113957192156,-0.27106900674055245,1.0757310182983728,-0.9065497684023344,-0.8935421122889403,-1.0734699385540412
45,-2.117598719846925,-0.04798903495027918,-0.5984035951580173,-0.34283734748723205,-1.344235243104105,-0.7645324492830463,0.6241870237981256,-1.7780846068515903,3.853656552496386,-0.6201381459672233,2.493907799646718,-1.0734699385540412
46,-0.35436775717942814,2.2579312135536136,0.8568043771134102,-0.2377759474476667,1.6392780443993362,0.6360390522758065,2.191005960026824,0.15950687900546692,-0.4455139170957775,0.5971112493819976,-1.175829604950246,-1.0734699385540412
47,0.2144164243262154,-1.325968931711473,1.3245497967720834,-0.8681443476850583,1.5895528229409455,-0.3643691631233741,-0.27113808261827355,0.10568489328722197,-0.4455139170957775,-0.47693233474966845,-0.8935421122889403,-1.0734699385540412
48,-1.0937871931367653,-0.7147611549995975,-0.18262988879475228,-0.8681443476850583,-0.747532585603417,-1.0646549139028005,-1.070535499061487,-0.48635694961353226,0.14975584023236738,-0.6201381459672233,-1.175829604950246,-1.0734699385540412
49,-1.548814538341281,-1.2148402450365863,0.5449740973409615,-1.078267147764189,-0.349730813936291,-0.3643691631233741,1.6154398201877103,-0.7016448924865718,0.017473671937223743,-0.47693233474966845,-1.175829604950246,-1.0734699385540412
50,0.2712948424767806,0.7299117717739256,-0.02671474890852789,-0.7630829476454932,-0.349730813936291,-1.1646957354427185,-0.7188006358264731,0.21332886472371188,-1.1069247585714956,0.6687141549907754,-1.175829604950246,-1.0734699385540412
51,-0.9800303568356369,-0.04798903495027918,-1.1700924414075067,-0.2377759474476667,-0.5983569212282447,-0.7645324492830463,-0.9746078090883014,-0.5940009210500221,0.5466023451177983,-0.1189178067057795,-0.9876379431760416,0.9309507871503986
52,-0.9800303568356369,-0.15911772162516566,-1.1700924414075067,-0.34283734748723205,-0.6480821426866354,-0.9646140923628824,-1.0065837057460298,-0.6478229067682671,0.4804612609702279,-0.04731490109700172,-0.9876379431760416,0.9309507871503986
53,0.1575380061756512,-0.825889841674484,0.4930023840455533,0.6027152528688552,-0.0016542637275566078,1.436365624595151,2.350885443315467,0.15950687900546692,-0.7762193378336351,-0.6201381459672233,-0.9876379431760416,-1.0734699385540412
54,-0.41124617532999286,-0.10355337828772242,-0.5984035951580173,0.3925924527897245,1.4403771585657732,1.7364880892149053,0.8799941970599539,-0.6478229067682671,-0.9746425902763519,-0.1189178067057795,-0.23487129607922963,0.9309507871503986
55,-0.35436775717942814,0.5076543984241526,-1.1700924414075067,1.443206453185377,0.1475214006476156,0.9361615168955606,-0.015330909356445209,0.5900827647514862,0.14975584023236738,-0.8349468627935567,-0.8935421122889403,-1.0734699385540412
56,1.0675926965846814,-0.6036324683247113,1.5844083632491237,1.0229608530271161,-0.5486316997698539,-1.1646957354427185,-1.134487292376944,0.21332886472371188,-1.834476684194784,-0.1189178067057795,-0.799446281401839,-1.0734699385540412
57,-0.46812459348055707,0.5632187417615959,-0.7543187350442417,2.8090046536997253,1.490102380024164,3.4371820553935124,2.06310237339591,0.8591926933427111,-0.3793728329482071,0.8835228718171088,-0.9876379431760416,-1.0734699385540412
58,-0.29748933902886393,0.3409613684118229,-0.442488455271793,-0.1327145474081018,-0.2502803710195103,0.1358349445762162,0.27245216056311167,0.4286168075967514,0.7450255975605151,-0.40532942914089065,-0.4230629578534322,-1.0734699385540412
59,-0.581881429781686,-0.7703254983370407,0.23314381756851268,-0.02765314736853645,-0.349730813936291,-0.6644916277431283,0.01664498730128333,-0.27106900674055245,0.6127434292653715,-0.7633439571847789,-0.9876379431760416,0.9309507871503986
60,0.2712948424767806,-0.7147611549995975,0.700889237227186,-0.2377759474476667,-0.10110470664433807,0.3359165876560523,0.20850036724765456,0.6977267361879762,0.8111666817080855,-0.04731490109700172,-1.175829604950246,-1.0734699385540412
61,-0.35436775717942814,0.8966048017862547,1.168634656885859,-0.6580215476059279,1.689003265857727,0.43595740919597037,2.127054166711367,0.05186290756897702,-0.7100782536860647,0.453905438164442,-1.081733774063143,-1.0734699385540412
62,-0.46812459348055707,-0.04798903495027918,-0.5464318818626092,-0.5529601475663627,0.19724662210600633,-0.3643691631233741,-0.33508987593373063,0.05186290756897702,0.4143201768226546,-0.1905207123145573,-0.8935421122889403,0.9309507871503986
63,-0.752516684233379,1.1466443468047494,-1.1181207281120986,-0.44789874752679737,-0.0016542637275566078,-0.26432834158345603,0.27245216056311167,-0.05578106386751289,0.4804612609702279,-0.5485352403584463,-0.6112546196276347,-1.0734699385540412
64,-0.6387598479322502,1.091080003467306,-1.1181207281120986,2.3362283535216823,0.24697184356439636,-1.1646957354427185,-1.1025113957192156,-0.27106900674055245,0.6127434292653715,-1.8373875413164449,0.4237995201304827,-1.0734699385540412
65,-0.6387598479322502,1.091080003467306,-1.1181207281120986,2.3362283535216823,0.24697184356439636,-1.1646957354427185,-1.1025113957192156,-0.27106900674055245,0.6127434292653715,-1.8373875413164449,0.4237995201304827,-1.0734699385540412
66,-0.46812459348055707,-0.04798903495027918,-0.8062904483396499,-0.9732057477246236,-0.10110470664433807,-0.46440998466329214,-0.20718628930281643,0.05186290756897702,0.6788845134129419,-0.47693233474966845,-0.799446281401839,-1.0734699385540412
67,-0.9800303568356369,0.9799513167924195,-1.0141773015212823,-0.8681443476850583,-0.2502803710195103,-0.9646140923628824,-0.9746078090883014,-0.27106900674055245,0.8111666817080855,-0.47693233474966845,0.23560785835627848,-1.0734699385540412
68,0.5556869332296026,-1.1592759016991432,1.5844083632491237,-0.44789874752679737,-0.349730813936291,1.1362431599753968,0.6241870237981256,0.10568489328722197,-0.2470906646530635,1.0267286830346642,0.23560785835627848,-1.0734699385540412
69,-0.18373250272773503,0.9799513167924195,-1.1181207281120986,-0.5529601475663627,-0.349730813936291,-0.7645324492830463,-0.8467042224573872,-0.27106900674055245,0.14975584023236738,2.1723751727751073,0.04741619658207591,0.9309507871503986
70,-0.35436775717942814,0.5632187417615959,-0.9622055882258742,-0.5529601475663627,-0.2502803710195103,-0.06424669850361993,-0.590897049195559,-0.0019590781492679356,0.017473671937223743,-0.7633439571847789,-0.8935421122889403,0.9309507871503986
71,-0.35436775717942814,0.7854761151113688,-0.18262988879475228,-0.34283734748723205,0.3464222864811785,0.1358349445762162,1.6154398201877103,-0.27106900674055245,0.017473671937223743,-1.1929613908374457,-0.8935421122889403,-1.0734699385540412
72,-0.35436775717942814,0.8966048017862547,-0.23460160209016045,-0.5529601475663627,0.1475214006476156,0.23587576611613426,1.5514880268722533,-0.3248909924587974,-0.0486674122103466,-1.1929613908374457,-0.8935421122889403,-1.0734699385540412
73,-0.013097248276041413,0.8132582867800905,-0.02671474890852789,-0.34283734748723205,0.1475214006476156,-0.46440998466329214,-0.0792827026719023,0.4824387933149964,-0.0486674122103466,-0.8349468627935567,-1.175829604950246,-1.0734699385540412
74,0.7832006058318595,-1.1592759016991432,1.4284932233628997,0.0774082526710289,0.6447736152315222,1.2362839815153148,1.1997531636372394,0.913014679060956,-0.2470906646530635,1.2415373998609969,-0.799446281401839,-1.0734699385540412
75,0.2712948424767806,-0.6591968116621545,1.948210356316981,-0.2377759474476667,0.5950483937731322,-0.6644916277431283,-0.11125859932963082,1.0206586504975057,1.4725775231838036,0.09589091012055387,0.04741619658207591,-1.0734699385540412
76,0.2712948424767806,-0.6591968116621545,1.948210356316981,-0.2377759474476667,0.5950483937731322,-0.6644916277431283,-0.11125859932963082,1.0206586504975057,1.4725775231838036,0.09589091012055387,0.04741619658207591,-1.0734699385540412
77,-0.866273520534508,1.4244660634919655,-1.3779792945891394,-0.02765314736853645,1.1420258298154295,-0.16428752004353797,-0.4949693592223733,-0.05578106386751289,1.34029535488866,-0.6917410515760011,0.23560785835627848,0.9309507871503986
78,-0.9231519386850722,1.229990861810914,-0.7543187350442417,-0.44789874752679737,0.24697184356439636,-0.3643691631233741,1.1038254736640536,-0.48635694961353226,0.4143201768226546,-0.9065497684023344,-0.3289671269663309,-1.0734699385540412
79,-0.013097248276041413,0.5354365700928743,-0.33854502868097663,-0.9732057477246236,-0.05137948518594734,1.1362431599753968,2.350885443315467,0.2671508504419568,-1.0407836744239223,3.3896245681243298,-1.269925435837347,-1.0734699385540412
80,-1.2075440294378943,-0.4369394383123816,-0.33854502868097663,-0.8681443476850583,-0.5983569212282447,-1.2647365569826365,-0.9746078090883014,-0.48635694961353226,0.6127434292653715,-0.6201381459672233,-1.175829604950246,-1.0734699385540412
82,-0.5250030116311213,-0.15911772162516566,1.0646912302950426,-0.44789874752679737,0.24697184356439636,0.5359982307358884,0.8799941970599539,0.15950687900546692,0.282038008527511,-0.5485352403584463,-1.269925435837347,-1.0734699385540412
84,-1.15066561128733,-1.2704045883740296,1.1166629435904507,-0.6580215476059279,-0.5983569212282447,0.23587576611613426,0.4962834371672114,-0.4325349638952873,0.8111666817080855,0.9551257774258866,-0.14077546519212666,0.9309507871503986
85,-0.8093951023839433,0.11870399506205055,-0.5984035951580173,-0.2377759474476667,-0.2502803710195103,0.3359165876560523,-0.17521039264508792,-0.3248909924587974,0.6127434292653715,-0.40532942914089065,-0.3289671269663309,-1.0734699385540412
87,-0.35436775717942814,-0.21468206496260892,-0.02671474890852789,-0.5529601475663627,-0.9464334714369799,-0.6644916277431283,-0.46299346256464474,-0.05578106386751289,0.4804612609702279,-0.04731490109700172,-0.799446281401839,-1.0734699385540412
88,0.5556869332296026,-0.7703254983370407,0.9087760904088183,-0.34283734748723205,1.2912014941906012,1.8365289107548233,2.542740823261838,0.5900827647514862,-1.1730658427190659,4.105653624212106,-0.8935421122889403,-1.0734699385540412
89,-0.752516684233379,0.5076543984241526,-0.9622055882258742,-0.6580215476059279,-0.2502803710195103,-0.7645324492830463,-0.6868247391687445,0.5900827647514862,1.0757310182983728,-0.8349468627935567,-1.3640212667244485,-1.0734699385540412
90,-0.24061092087829924,-0.04798903495027918,-0.02671474890852789,-0.5529601475663627,-0.10110470664433807,2.636855483074168,3.022379273127766,-0.16342503530406255,-0.5777960853909211,-0.7633439571847789,-0.8935421122889403,-1.0734699385540412
93,-0.35436775717942814,-0.21468206496260892,-0.02671474890852789,-0.5529601475663627,-0.9464334714369799,-0.6644916277431283,-0.46299346256464474,-0.05578106386751289,0.4804612609702279,-0.04731490109700172,-0.799446281401839,-1.0734699385540412
94,-1.890085047244667,2.7302281319218804,-1.1700924414075067,-1.078267147764189,-1.7917622362296215,2.5368146615342497,1.2637049569526964,-1.5627966639785509,2.86154029028281,-1.1929613908374457,0.04741619658207591,-1.0734699385540412
95,-2.0607203016963602,0.39652571174926615,-0.49446016856720104,-0.1327145474081018,-1.1453343572705428,0.1358349445762162,1.9351987867649958,-1.8857285782880804,3.5229511317585285,-0.3337265235321129,2.305716137872515,0.9309507871503986
96,-0.866273520534508,1.3689017201545224,-1.3779792945891394,0.6027152528688552,1.0425753868986474,-0.7645324492830463,-0.7188006358264731,-0.10960304958575784,0.8773077658556587,-0.6201381459672233,0.23560785835627848,-1.0734699385540412
97,-0.752516684233379,-0.15911772162516566,-0.07868646220393606,-0.44789874752679737,-0.5486316997698539,-1.2647365569826365,-0.7507765324842016,-0.2172470210223075,-0.4455139170957775,-0.1189178067057795,-1.175829604950246,-1.0734699385540412
98,-0.41124617532999286,2.063456011872562,-1.0661490148166906,0.0774082526710289,-0.10110470664433807,-1.0646549139028005,-1.134487292376944,-0.0019590781492679356,0.4804612609702279,-0.6201381459672233,-0.6112546196276347,-1.0734699385540412
99,-0.12685408457717082,0.09092182339332892,-0.442488455271793,-0.5529601475663627,-0.05137948518594734,-0.26432834158345603,-0.33508987593373063,0.2671508504419568,-0.11480849635791988,-0.40532942914089065,-1.3640212667244485,0.9309507871503986
100,-0.013097248276041413,0.4520900550867094,0.1811721042731045,-0.34283734748723205,0.1475214006476156,-0.46440998466329214,0.1445485739321975,0.2671508504419568,0.5466023451177983,-0.2621236179233351,-0.23487129607922963,0.9309507871503986
101,-0.29748933902886393,-0.15911772162516566,0.1811721042731045,-0.5529601475663627,-0.300005592477901,-0.7645324492830463,-0.7507765324842016,-0.4325349638952873,-0.0486674122103466,-0.6201381459672233,-0.04667963430502538,0.9309507871503986
102,-0.12685408457717082,0.09092182339332892,-0.442488455271793,-0.5529601475663627,-0.05137948518594734,-0.26432834158345603,-0.33508987593373063,0.2671508504419568,-0.11480849635791988,-0.40532942914089065,-1.3640212667244485,0.9309507871503986
103,-0.12685408457717082,0.25761485340565804,-0.23460160209016045,-0.34283734748723205,-0.20055514956111953,-0.3643691631233741,0.6241870237981256,-0.0019590781492679356,-0.18094958050549023,-0.9781526740111122,-1.175829604950246,-1.0734699385540412
104,-0.6387598479322502,-0.21468206496260892,-0.13065817549934425,-0.2377759474476667,-0.5486316997698539,-1.0646549139028005,-0.3031139792760021,-0.37871297817704236,0.08361475608479703,-1.1929613908374457,-0.9876379431760416,-1.0734699385540412
105,-0.12685408457717082,0.25761485340565804,-0.23460160209016045,-0.34283734748723205,-0.20055514956111953,-0.3643691631233741,0.6241870237981256,-0.0019590781492679356,-0.18094958050549023,-0.9781526740111122,-1.175829604950246,-1.0734699385540412
107,-1.2075440294378943,0.5632187417615959,0.23314381756851268,-0.7630829476454932,0.3464222864811785,-0.06424669850361993,0.592211127140397,0.10568489328722197,0.9434488500032291,1.0267286830346642,-1.081733774063143,-1.0734699385540412
108,-0.18373250272773503,-1.1037115583616999,1.3765215100674917,0.0774082526710289,0.49559795085635,0.23587576611613426,1.1038254736640536,0.4824387933149964,0.3481790926750843,1.0983315886434422,-0.799446281401839,0.9309507871503986
109,-0.12685408457717082,1.4244660634919655,1.3245497967720834,-0.44789874752679737,2.0370798160664614,2.1366513753745777,3.438065929678237,0.10568489328722197,-0.7100782536860647,0.31069962694688646,-1.081733774063143,-1.0734699385540412
110,-0.29748933902886393,0.1742683383994938,-0.3905167419763848,-0.6580215476059279,1.1420258298154295,-0.3643691631233741,0.048620883959011874,-0.16342503530406255,-0.8423604219812083,2.029169361557553,-0.8935421122889403,-1.0734699385540412
111,0.04378116987452279,0.5076543984241526,-0.9102338749304661,-0.2377759474476667,0.1475214006476156,-0.46440998466329214,1.9991505800804528,-0.16342503530406255,-1.1069247585714956,0.09589091012055387,-0.6112546196276347,-1.0734699385540412
112,0.04378116987452279,0.39652571174926615,-0.858262161635058,-0.2377759474476667,0.19724662210600633,-0.16428752004353797,2.0950782700536386,-0.16342503530406255,-1.1069247585714956,0.09589091012055387,-0.6112546196276347,-1.0734699385540412
113,1.0107142784341172,-1.2148402450365863,0.9087760904088183,-0.1327145474081018,-0.05137948518594734,0.6360390522758065,0.01664498730128333,1.1283026219339956,0.017473671937223743,0.16749381572933164,-0.7053504505147378,0.9309507871503986
114,-0.29748933902886393,0.1742683383994938,-0.3905167419763848,-0.6580215476059279,1.1420258298154295,-0.3643691631233741,0.048620883959011874,-0.16342503530406255,-0.8423604219812083,2.029169361557553,-0.8935421122889403,-1.0734699385540412
115,0.6125653513801669,-0.7147611549995975,0.23314381756851268,-0.2377759474476667,0.4458727293979593,-0.26432834158345603,0.52825933382494,-0.05578106386751289,-1.63605343175207,-0.1189178067057795,0.04741619658207591,0.9309507871503986
116,-0.013097248276041413,0.06313965172460731,0.07722867768228846,-0.5529601475663627,-0.20055514956111953,-0.46440998466329214,-0.17521039264508792,0.5900827647514862,0.4804612609702279,-0.2621236179233351,-0.4230629578534322,0.9309507871503986
117,-0.29748933902886393,0.1742683383994938,-0.7543187350442417,-0.44789874752679737,0.04807095773083343,-0.8645732708229644,-0.5589211525378304,0.15950687900546692,0.3481790926750843,-1.04975557961989,-0.9876379431760416,0.9309507871503986
118,0.2712948424767806,0.11870399506205055,-1.1700924414075067,-0.2377759474476667,1.8879041516912898,-0.16428752004353797,0.33640395387856875,-0.27106900674055245,-0.7100782536860647,-0.3337265235321129,0.4237995201304827,0.9309507871503986
119,-0.752516684233379,0.8966048017862547,-0.9622055882258742,-0.6580215476059279,0.7939492796066937,0.6360390522758065,1.3916085435836105,-0.4325349638952873,0.14975584023236738,-0.7633439571847789,-1.175829604950246,0.9309507871503986
120,-0.581881429781686,3.0080498486090965,-0.9102338749304661,-0.7630829476454932,4.821692217736341,-0.5644508062032102,1.3916085435836105,-0.27106900674055245,-0.11480849635791988,-0.5485352403584463,-1.3640212667244485,-1.0734699385540412
121,0.2712948424767806,0.11870399506205055,-1.1700924414075067,-0.2377759474476667,1.8879041516912898,-0.16428752004353797,0.33640395387856875,-0.27106900674055245,-0.7100782536860647,-0.3337265235321129,0.4237995201304827,0.9309507871503986
122,-0.581881429781686,0.9243869734549763,-1.3779792945891394,0.0774082526710289,-0.300005592477901,-1.2647365569826365,-1.0385596024037584,0.6977267361879762,1.141872102445946,-0.9065497684023344,-1.175829604950246,-1.0734699385540412
123,-0.18373250272773503,1.0077334884611413,-1.3779792945891394,0.18246965271059426,-0.05137948518594734,-0.46440998466329214,-0.36706577259145917,0.4824387933149964,0.8111666817080855,-0.8349468627935567,-0.8935421122889403,-1.0734699385540412
124,-0.29748933902886393,-0.15911772162516566,-0.49446016856720104,-0.8681443476850583,0.04807095773083343,0.5359982307358884,1.8072952001340816,-0.37871297817704236,0.4804612609702279,-1.1929613908374457,-0.8935421122889403,-1.0734699385540412
125,0.385051678777909,0.5076543984241526,-1.1700924414075067,-0.5529601475663627,3.2304851310678377,1.1362431599753968,1.4235844402413391,0.913014679060956,-1.0407836744239223,0.3823025325556642,-0.9876379431760416,-1.0734699385540412
126,-0.06997566642660663,4.45272277538262,-1.3779792945891394,-0.7630829476454932,-0.0016542637275566078,-1.2647365569826365,-1.070535499061487,-0.16342503530406255,1.4064364390362303,-1.1213584852286678,0.4237995201304827,-1.0734699385540412
127,-0.12685408457717082,4.45272277538262,-1.3779792945891394,-0.6580215476059279,0.04807095773083343,-1.2647365569826365,-1.070535499061487,-0.16342503530406255,1.4725775231838036,-1.1929613908374457,0.4237995201304827,-1.0734699385540412
128,-0.18373250272773503,0.3409613684118229,-0.5464318818626092,-0.6580215476059279,-0.7972578070618076,-1.2647365569826365,-0.9426319124305729,-0.27106900674055245,0.6788845134129419,1.9575664559487749,0.04741619658207591,0.9309507871503986
129,-1.264422447588459,-0.825889841674484,-0.5984035951580173,-0.6580215476059279,-0.44918125685307253,-0.9646140923628824,-0.8467042224573872,-0.6478229067682671,0.6788845134129419,-0.5485352403584463,-0.9876379431760416,-1.0734699385540412
